period,lat,lon,time,dep,log_dep,log_dep_norm
2.0,-85.0965,-149.0625,6.5,0.017284255,-1.7623494,-2.0545423
2.0,-85.0965,-146.25,6.5,0.017425727,-1.7588091,-2.0509653
2.0,-85.0965,-143.4375,6.5,0.017563246,-1.7553952,-2.0475159
2.0,-85.0965,-140.625,6.5,0.017520286,-1.7564588,-2.0485904
2.0,-85.0965,-137.8125,6.5,0.017412584,-1.7591368,-2.0512965
2.0,-85.0965,-135.0,6.5,0.017290175,-1.7622006,-2.0543919
2.0,-85.0965,-132.1875,6.5,0.017192021,-1.7646731,-2.0568902
2.0,-85.0965,-129.375,6.5,0.016826063,-1.7740175,-2.0663316
2.0,-85.0965,-126.5625,6.5,0.01642628,-1.7844608,-2.076883
2.0,-85.0965,-123.75,6.5,0.018295644,-1.7376523,-2.029589
2.0,-85.0965,-120.9375,6.5,0.015015503,-1.8234601,-2.1162872
2.0,-85.0965,-118.125,6.5,0.01637765,-1.7857484,-2.0781841
2.0,-85.0965,-115.3125,6.5,0.014511494,-1.8382878,-2.1312687
2.0,-85.0965,-112.5,6.5,0.015956314,-1.7970674,-2.0896206
2.0,-85.0965,-109.6875,6.5,0.016170297,-1.791282,-2.0837753
2.0,-85.0965,-106.875,6.5,0.016602274,-1.7798324,-2.0722067
2.0,-85.0965,-104.0625,6.5,0.015969457,-1.7967099,-2.0892594
2.0,-85.0965,-101.25,6.5,0.016520921,-1.7819657,-2.0743623
2.0,-85.0965,-98.4375,6.5,0.017077016,-1.767588,-2.0598354
2.0,-85.0965,-95.625,6.5,0.0175829,-1.7549095,-2.0470252
2.0,-85.0965,-92.8125,6.5,0.018185584,-1.7402728,-2.0322366
2.0,-85.0965,-90.0,6.5,0.018639343,-1.7295694,-2.0214221
2.0,-85.0965,-87.1875,6.5,0.019005671,-1.7211168,-2.0128818
2.0,-85.0965,-84.375,6.5,0.019325854,-1.7138613,-2.0055509
2.0,-85.0965,-81.5625,6.5,0.019608725,-1.7075506,-1.9991747
2.0,-85.0965,-78.75,6.5,0.01985895,-1.7020437,-1.9936106
2.0,-85.0965,-75.9375,6.5,0.019893305,-1.701293,-1.9928522
2.0,-85.0965,-73.125,6.5,0.020039346,-1.6981164,-1.9896426
2.0,-85.0965,-70.3125,6.5,0.020219294,-1.694234,-1.9857199
2.0,-85.0965,-67.5,6.5,0.020386023,-1.6906675,-1.9821163
2.0,-85.0965,-64.6875,6.5,0.020765655,-1.6826544,-1.9740201
2.0,-85.0965,-61.875,6.5,0.0205964,-1.6862087,-1.9776113
2.0,-85.0965,-59.0625,6.5,0.020399578,-1.6903788,-1.9818246
2.0,-85.0965,-56.25,6.5,0.020540053,-1.6873984,-1.9788134
2.0,-85.0965,-53.4375,6.5,0.020681698,-1.6844138,-1.9757978
2.0,-85.0965,-50.625,6.5,0.02077631,-1.6824316,-1.9737949
2.0,-85.0965,-47.8125,6.5,0.020871188,-1.6804528,-1.9717957
2.0,-85.0965,-45.0,6.5,0.020949492,-1.6788265,-1.9701524
2.0,-85.0965,-42.1875,6.5,0.021026975,-1.6772232,-1.9685326
2.0,-85.0965,-39.375,6.5,0.021051373,-1.6767195,-1.9680237
2.0,-85.0965,-36.5625,6.5,0.021070974,-1.6763154,-1.9676154
2.0,-85.0965,-33.75,6.5,0.021068232,-1.6763719,-1.9676725
2.0,-85.0965,-30.9375,6.5,0.021270147,-1.6722295,-1.963487
2.0,-85.0965,-28.125,6.5,0.022078166,-1.656037,-1.9471264
2.0,-85.0965,-25.3125,6.5,0.02199684,-1.6576397,-1.9487458
2.0,-85.0965,-22.5,6.5,0.021895073,-1.6596535,-1.9507805
2.0,-85.0965,-19.6875,6.5,0.022343855,-1.6508418,-1.9418774
2.0,-85.0965,-16.875,6.5,0.022781646,-1.6424149,-1.933363
2.0,-85.0965,-14.0625,6.5,0.022550864,-1.6468368,-1.9378307
2.0,-85.0965,-11.25,6.5,0.022001946,-1.6575389,-1.9486439
2.0,-85.0965,-8.4375,6.5,0.021592215,-1.6657028,-1.9568926
2.0,-85.0965,-5.625,6.5,0.021274121,-1.6721483,-1.963405
2.0,-85.0965,-2.8125,6.5,0.02096017,-1.6786052,-1.9699289
2.0,-82.3129,0.0,6.5,0.027201543,-1.5654064,-1.8555553
2.0,-82.3129,2.8125,6.5,0.027033923,-1.5680909,-1.8582675
2.0,-82.3129,5.625,6.5,0.026342247,-1.5793471,-1.8696406
2.0,-82.3129,8.4375,6.5,0.026258204,-1.580735,-1.8710428
