wind,latitude
9.463373541969537,48.5
9.37731776058939,48.75
9.296799317163385,49.0
9.218832414183737,49.25
9.130970744549128,49.5
9.035383921002966,49.75
8.937522578676703,50.0
8.838424947705963,50.25
8.743966874478046,50.5
8.656168082250588,50.75
8.572475632687372,51.0
8.494204498218531,51.25
8.413393208520052,51.5
8.32622115830189,51.75
8.244816879276554,52.0
8.16785801605043,52.25
8.089980075992404,52.5
8.01100714874904,52.75
7.9298266759382905,53.0
7.84530054358114,53.25
7.756219354427321,53.5
7.6682226528471995,53.75
7.581700635369238,54.0
7.49415874804035,54.25
7.405957739803706,54.5
7.316773873291925,54.75
7.227348982706207,55.0
7.133117570850304,55.25
7.034097185660764,55.5
6.937137017349992,55.75
6.841006016839742,56.0
6.738875390912372,56.25
6.632186272437468,56.5
6.529241189895538,56.75
6.431777234944593,57.0
6.3365267416482745,57.25
6.241083504467858,57.5
6.1427436138867915,57.75
6.039079798241189,58.0
5.932021800262698,58.25
5.826355038905927,58.5
5.719211858549915,58.75
5.606513220849864,59.0
5.493571462881307,59.25
5.386514940510766,59.5
5.286125106996172,59.75
5.191158010052254,60.0
5.10087659136956,60.25
5.011600506161256,60.5
4.924367303895133,60.75
4.843464374501285,61.0
4.763172516707423,61.25
4.681336398664594,61.5
4.6039678806227196,61.75
4.530675800801837,62.0
4.454316065997203,62.25
4.379080369070076,62.5
4.315041560222771,62.75
4.259239023068745,63.0
4.206283642005265,63.25
4.150741025671991,63.5
4.091452425276172,63.75
4.031581099303442,64.0
3.9752065778455488,64.25
3.928908951540717,64.5
3.8874182123024066,64.75
3.845062573551844,65.0
3.805432863173476,65.25
3.7709953380532832,65.5
3.7351672315670545,65.75
3.695834229185046,66.0
3.6595120854627066,66.25
3.6195107220548612,66.5
3.577697878290193,66.75
3.544524125172621,67.0
3.5204708597246674,67.25
3.505083033915784,67.5
3.490129480852322,67.75
3.4730283638835044,68.0
3.461507714359409,68.25
3.4527896335307995,68.5
3.4333559645620357,68.75
3.3969023518606107,69.0
3.3561318772045583,69.25
3.325396125502193,69.5
3.299929891677485,69.75
3.2721690111549773,70.0
3.245025006896326,70.25
3.213109598988031,70.5
3.1744357710638806,70.75
3.1395306311000666,71.0
3.1079479805293615,71.25
3.075498504954775,71.5
3.0400897857788642,71.75
3.003837382860522,72.0
2.977657349489726,72.25
2.956764138571755,72.5
2.9333572446397516,72.75
2.912720297155155,73.0
2.8928500887749773,73.25
2.8749517202263464,73.5
2.86002615488659,73.75
2.840223925869747,74.0
2.812240715043412,74.25
2.781548374891112,74.5
2.756923783619089,74.75
2.7395839426661266,75.0
2.7332673157244765,75.25
2.7332023103935748,75.5
2.7209186825639082,75.75
2.6933703946527254,76.0
2.6614567191532514,76.25
2.638674305687588,76.5
2.6281565730718914,76.75
2.621541203712304,77.0
2.6101754137371502,77.25
2.5879265621150167,77.5
2.5580090420975115,77.75
2.5350397945056593,78.0
2.5187553965171143,78.25
2.499909318671499,78.5
2.480607209185447,78.75
2.4514961495175593,79.0
2.410197540475782,79.25
2.3650874642347457,79.5
2.31980942692443,79.75
2.2789158028724956,80.0
2.2356234154907417,80.25
2.194233571170512,80.5
2.169428028471343,80.75
2.138386802442662,81.0
2.079628251625588,81.25
2.016886023753106,81.5
1.9613400711159985,81.75
1.9121624253079108,82.0
1.8661277932348403,82.25
1.8192637870042985,82.5
1.7895500389879606,82.75
1.7673344749259843,83.0
1.74574972297157,83.25
1.7272784660776674,83.5
1.6888546895491503,83.75
1.6291414333086356,84.0
1.5628029189622852,84.25
1.495563323447185,84.5
1.4271539121243577,84.75
1.3594509156384271,85.0
1.2902569173072513,85.25
1.220553931208422,85.5
1.1508650680312738,85.75
1.0804396516186903,86.0
1.0113195486420279,86.25
0.9409669652764098,86.5
0.8729018944875309,86.75
0.8031191331385252,87.0
0.7353798258323182,87.25
0.6669868885357151,87.5
0.5997491771762562,87.75
0.5338522844527959,88.0
0.4655147916304832,88.25
0.4018146403029792,88.5
0.33045340732780715,88.75
0.2673980875203899,89.0
0.19089449498292765,89.25
0.12807124583884258,89.5
0.044048960201528736,89.75
3.696474475066062e-05,90.0
