lon,lat
-180.0,-90.0
-176.9747899159664,-90.0
-173.94957983193277,-90.0
-170.92436974789916,-90.0
-167.89915966386553,-90.0
-164.87394957983193,-90.0
-161.84873949579833,-90.0
-158.8235294117647,-90.0
-155.7983193277311,-90.0
-152.7731092436975,-90.0
-149.74789915966386,-90.0
-146.72268907563026,-90.0
-143.69747899159665,-90.0
-140.67226890756302,-90.0
-137.64705882352942,-90.0
-134.62184873949582,-90.0
-131.5966386554622,-90.0
-128.57142857142856,-90.0
-125.54621848739495,-90.0
-122.52100840336135,-90.0
-119.49579831932773,-90.0
-116.47058823529412,-90.0
-113.44537815126051,-90.0
-110.4201680672269,-90.0
-107.39495798319328,-90.0
-104.36974789915966,-90.0
-101.34453781512605,-90.0
-98.31932773109244,-90.0
-95.29411764705883,-90.0
-92.26890756302521,-90.0
-89.2436974789916,-90.0
-86.21848739495799,-90.0
-83.19327731092437,-90.0
-80.16806722689076,-90.0
-77.14285714285714,-90.0
-74.11764705882354,-90.0
-71.09243697478992,-90.0
-68.0672268907563,-90.0
-65.0420168067227,-90.0
-62.01680672268908,-90.0
-58.991596638655466,-90.0
-55.96638655462185,-90.0
-52.94117647058823,-90.0
-49.91596638655463,-90.0
-46.89075630252103,-90.0
-43.865546218487395,-90.0
-40.84033613445379,-90.0
-37.81512605042016,-90.0
-34.78991596638656,-90.0
-31.764705882352956,-90.0
-28.739495798319325,-90.0
-25.714285714285722,-90.0
-22.68907563025209,-90.0
-19.66386554621849,-90.0
-16.638655462184886,-90.0
-13.613445378151255,-90.0
-10.588235294117652,-90.0
-7.563025210084049,-90.0
-4.537815126050418,-90.0
-1.5126050420168156,-90.0
1.5126050420167871,-90.0
4.537815126050418,-90.0
7.563025210084021,-90.0
10.588235294117652,-90.0
13.613445378151255,-90.0
16.638655462184857,-90.0
19.66386554621849,-90.0
22.68907563025209,-90.0
25.714285714285722,-90.0
28.739495798319325,-90.0
31.764705882352928,-90.0
34.78991596638656,-90.0
37.81512605042016,-90.0
40.840336134453764,-90.0
43.865546218487395,-90.0
46.890756302521,-90.0
49.9159663865546,-90.0
52.94117647058823,-90.0
55.966386554621835,-90.0
58.991596638655466,-90.0
62.01680672268907,-90.0
65.04201680672267,-90.0
68.0672268907563,-90.0
71.0924369747899,-90.0
74.11764705882354,-90.0
77.14285714285711,-90.0
80.16806722689074,-90.0
83.19327731092437,-90.0
86.21848739495795,-90.0
89.24369747899158,-90.0
92.26890756302521,-90.0
95.29411764705884,-90.0
98.31932773109241,-90.0
101.34453781512605,-90.0
104.36974789915968,-90.0
107.39495798319325,-90.0
110.42016806722688,-90.0
113.44537815126051,-90.0
116.47058823529409,-90.0
119.49579831932772,-90.0
122.52100840336135,-90.0
125.54621848739492,-90.0
128.57142857142856,-90.0
131.5966386554622,-90.0
134.62184873949582,-90.0
137.6470588235294,-90.0
140.67226890756302,-90.0
143.69747899159665,-90.0
146.72268907563023,-90.0
149.74789915966386,-90.0
152.7731092436975,-90.0
155.79831932773106,-90.0
158.8235294117647,-90.0
161.84873949579833,-90.0
164.8739495798319,-90.0
167.89915966386553,-90.0
170.92436974789916,-90.0
173.94957983193274,-90.0
176.97478991596637,-90.0
180.0,-90.0
-180.0,-86.94915254237289
-176.9747899159664,-86.94915254237289
-173.94957983193277,-86.94915254237289
-170.92436974789916,-86.94915254237289
-167.89915966386553,-86.94915254237289
-164.87394957983193,-86.94915254237289
-161.84873949579833,-86.94915254237289
-158.8235294117647,-86.94915254237289
-155.7983193277311,-86.94915254237289
-152.7731092436975,-86.94915254237289
-149.74789915966386,-86.94915254237289
-146.72268907563026,-86.94915254237289
-143.69747899159665,-86.94915254237289
-140.67226890756302,-86.94915254237289
-137.64705882352942,-86.94915254237289
-134.62184873949582,-86.94915254237289
-131.5966386554622,-86.94915254237289
-128.57142857142856,-86.94915254237289
-125.54621848739495,-86.94915254237289
-122.52100840336135,-86.94915254237289
-119.49579831932773,-86.94915254237289
-116.47058823529412,-86.94915254237289
-113.44537815126051,-86.94915254237289
-110.4201680672269,-86.94915254237289
-107.39495798319328,-86.94915254237289
-104.36974789915966,-86.94915254237289
-101.34453781512605,-86.94915254237289
-98.31932773109244,-86.94915254237289
-95.29411764705883,-86.94915254237289
-92.26890756302521,-86.94915254237289
-89.2436974789916,-86.94915254237289
-86.21848739495799,-86.94915254237289
-83.19327731092437,-86.94915254237289
-80.16806722689076,-86.94915254237289
-77.14285714285714,-86.94915254237289
-74.11764705882354,-86.94915254237289
-71.09243697478992,-86.94915254237289
-68.0672268907563,-86.94915254237289
-65.0420168067227,-86.94915254237289
-62.01680672268908,-86.94915254237289
-58.991596638655466,-86.94915254237289
-55.96638655462185,-86.94915254237289
-52.94117647058823,-86.94915254237289
-49.91596638655463,-86.94915254237289
-46.89075630252103,-86.94915254237289
-43.865546218487395,-86.94915254237289
-40.84033613445379,-86.94915254237289
-37.81512605042016,-86.94915254237289
-34.78991596638656,-86.94915254237289
-31.764705882352956,-86.94915254237289
-28.739495798319325,-86.94915254237289
-25.714285714285722,-86.94915254237289
-22.68907563025209,-86.94915254237289
-19.66386554621849,-86.94915254237289
-16.638655462184886,-86.94915254237289
-13.613445378151255,-86.94915254237289
-10.588235294117652,-86.94915254237289
-7.563025210084049,-86.94915254237289
-4.537815126050418,-86.94915254237289
-1.5126050420168156,-86.94915254237289
1.5126050420167871,-86.94915254237289
4.537815126050418,-86.94915254237289
7.563025210084021,-86.94915254237289
10.588235294117652,-86.94915254237289
13.613445378151255,-86.94915254237289
16.638655462184857,-86.94915254237289
19.66386554621849,-86.94915254237289
22.68907563025209,-86.94915254237289
25.714285714285722,-86.94915254237289
28.739495798319325,-86.94915254237289
31.764705882352928,-86.94915254237289
34.78991596638656,-86.94915254237289
37.81512605042016,-86.94915254237289
40.840336134453764,-86.94915254237289
43.865546218487395,-86.94915254237289
46.890756302521,-86.94915254237289
49.9159663865546,-86.94915254237289
52.94117647058823,-86.94915254237289
55.966386554621835,-86.94915254237289
58.991596638655466,-86.94915254237289
62.01680672268907,-86.94915254237289
65.04201680672267,-86.94915254237289
68.0672268907563,-86.94915254237289
71.0924369747899,-86.94915254237289
74.11764705882354,-86.94915254237289
77.14285714285711,-86.94915254237289
80.16806722689074,-86.94915254237289
83.19327731092437,-86.94915254237289
86.21848739495795,-86.94915254237289
89.24369747899158,-86.94915254237289
92.26890756302521,-86.94915254237289
95.29411764705884,-86.94915254237289
98.31932773109241,-86.94915254237289
101.34453781512605,-86.94915254237289
104.36974789915968,-86.94915254237289
