lon,lat,dep,log_dep,log_dep_norm,PINN_log_dep
1.37,78.87,3.999994704,0.6020594163216877,0.1851955746452021,-0.1802829
-61.0,77.0,0.03999994704,-1.3979405836783123,-1.6691374558199883,-1.0795388
-42.32,75.1,0.007999989408,-2.096910588014331,-2.317199038992327,-1.3530258
-6.72,74.58,3.1000014144000003,0.4913618919845872,0.0825605367606972,-0.24151309
-37.63,72.58,0.008999995968,-2.045757685124647,-2.2697717802760677,-1.4064349
-27.0,71.0,0.0600000782399999,-1.2218481832967212,-1.5058704785992458,-1.0260749
-44.0,65.0,0.020000005056,-1.6989698945463876,-1.948241752960412,-1.1747565
-162.1,63.45,36.99992736,1.568200871440451,1.0809695808094149,0.73310405
-20.0,60.0,0.20000005056,-0.6989698945463877,-1.0210752377278165,-0.46139964
-21.15,54.58,1.0200003839999998,0.0086003352609857,-0.3650398134749872,-0.18926056
-21.15,54.58,1.8299993904,0.2624509450605057,-0.1296780281974969,-0.18926056
-144.98,50.0,0.30000007584,-0.5228786354907063,-0.8578093187062401,0.26203364
21.36,48.8,21.129340752,1.3248859470175265,0.8553761302281296,1.3978294
21.37,48.15,56.2570704,1.7501771124320704,1.2496918580247416,1.4748778
-19.5,47.83,2.7999994464,0.4471579454759875,0.0415761177167907,0.113156885
21.56,47.79,35.90436672,1.5551472710594294,1.0688667196329042,1.5190347
-20.87,47.72,3.1000014144000003,0.4913618919845872,0.0825605367606972,0.096415095
21.57,47.53,47.29422383999999,1.6748081025222443,1.1798122357501175,1.5382712
19.81,47.51,21.94911907200001,1.3414170945167865,0.8707032566478143,1.3538692
162.12,46.82,0.8599993344,-0.0655018848802916,-0.4337449106943739,0.66628164
161.7,46.6,4.900000608,0.6901961339164787,0.2669129879616039,0.67226225
175.03,46.12,4.089998448,0.6117231432090132,0.1941554586274833,0.5057617
7.88,45.93,0.3999994703999999,-0.3979405836783123,-0.7419709405873933,0.17693374
6.87,45.83,0.20000005056,-0.6989698945463877,-1.0210752377278165,0.11322782
19.48,45.67,35.880084,1.5548534511137986,1.068594299617808,1.472798
177.52,45.37,2.29999932,0.3617277076174662,-0.0376319382139861,0.47618786
-143.37,44.54,0.6000007823999999,-0.2218481832967212,-0.5787039633666505,0.09479424
85.63,44.33,28.750015152,1.4586380779101102,0.9793866273327404,1.2972329
-163.21,44.29,2.199998664,0.3424224170869316,-0.0555311571607346,0.17222881
-163.33,44.22,1.8999998496,0.2787535665749907,-0.1145627834187559,0.17165582
176.5,44.05,2.199998664,0.3424224170869316,-0.0555311571607346,0.47351363
-148.06,43.37,2.7999994464,0.4471579454759875,0.0415761177167907,0.03834299
166.9,43.28,7.999989407999999,0.9030894119856688,0.4643005067054587,0.58287996
-178.52,43.24,1.2999990672,0.1139430406837306,-0.267369584383007,0.3004137
150.23,43.0,1.7999991936000002,0.2552723105393346,-0.1363338177506195,0.8386119
-157.5,43.0,1.0000002528,1.0978963116709104e-07,-0.3730136545554776,0.06177822
155.9,42.2,5.600005200000001,0.7481884302794608,0.3206815032908059,0.75446147
119.02,42.17,31.279990751999996,1.4952666159876835,1.0133473813401883,1.4107246
9.08,42.15,12.25000152,1.0881361425885163,0.6358696390736859,0.7957149
160.36,42.05,2.199998664,0.3424224170869316,-0.0555311571607346,0.687704
2.4,41.79,5.100001920000001,0.7075703395970048,0.2830217696973516,0.40723252
146.5,41.5,21.699984672,1.336459427080411,0.8661066734071483,0.8963468
-149.55,41.48,0.5000001264,-0.30102988587435,-0.6521185866157344,-0.05843958
-171.57,41.42,1.1000009088,0.0413930439642815,-0.3346355120215148,0.1688916
-132.22,41.04,0.3999994703999999,-0.3979405836783123,-0.7419709405873933,0.18585321
138.7,40.83,4.900000608,0.6901961339164787,0.2669129879616039,1.0199784
166.98,40.68,3.000000758400001,0.4771213645092936,0.0693571965263553,0.5663729
146.47,40.52,16.100011007999996,1.2068261729704846,0.7459150609357862,0.8974089
-151.39,40.11,0.30000007584,-0.5228786354907063,-0.8578093187062401,-0.09714252
-162.3,40.08,2.6999987904,0.4313635695950158,0.0269321012709566,0.025989225
145.43,40.0,7.3200101759999985,0.8645116847984977,0.4285325298237356,0.9138101
115.68,39.98,5.500004543999999,0.7403630483003003,0.3134260711508237,1.4870464
103.3,39.88,116.38013904,2.065878871711737,1.54239995802887,1.6720345
103.3,39.88,89.01004463999999,1.9494390188423776,1.4344408254097898,1.6720345
157.6,39.7,6.600011759999999,0.8195447093749834,0.3868406559197661,0.7216137
-140.03,39.57,0.5000001264,-0.30102988587435,-0.6521185866157344,-0.019185204
173.43,39.38,1.8999998496,0.2787535665749907,-0.1145627834187559,0.50249356
9.5,39.0,9.499999247999998,0.9777235709110096,0.5334987997535826,1.1707004
25.0,39.0,23.899999104,1.3783978846666372,0.9049906069815996,1.5766048
-178.17,39.0,0.6000007823999999,-0.2218481832967212,-0.5787039633666505,0.1792233
179.3,38.6,2.399999976,0.3802112373686612,-0.0204946283453726,0.4385715
109.7,38.35,185.37996096,2.2680627863626643,1.7298581136118545,1.6080765
109.7,38.35,111.55008528,2.0474699066379585,1.525331782032376,1.6080765
-161.06,38.22,1.2999990672,0.1139430406837306,-0.267369584383007,-0.048954826
-107.5,38.0,18.360006912,1.2638728403642918,0.7988068207489354,0.6885011
-107.5,38.0,20.229997104,1.3059958205999245,0.8378618375452183,0.6885011
156.6,37.7,10.000002528,1.0000001097896312,0.5541528606771178,0.73666877
163.0,37.7,1.6999985376,0.2304485477826718,-0.1593495793606753,0.6180556
110.72,37.57,26.559997632000005,1.4242280319757472,0.9474827849547836,1.5839837
174.95,37.4,7.930011024000001,0.8992737910577098,0.4607627907462344,0.4917792
174.95,37.4,8.770003919999999,0.9429997874862216,0.5013040704799306,0.4917792
-178.1,37.18,1.6999985376,0.2304485477826718,-0.1593495793606753,0.11995338
106.97,36.92,15.729999120000004,1.1967286983270915,0.736553020558022,1.6633401
104.13,36.72,101.66008032,2.007150448495929,1.4879489305307645,1.7243117
99.88,36.67,61.63995023999999,1.789862279454199,1.286486616039072,1.7199144
101.8,36.63,39.3301224,1.5947252979877249,1.1055621409397935,1.7334164
110.02,36.6,17.099986031999997,1.23299575564199,0.7701786217064172,1.5956212
101.73,36.58,20.700009648,1.315970547875864,0.8471100706740466,1.7336402
107.35,36.58,21.969995904,1.3418299759523555,0.8710860664896354,1.6542108
166.73,36.4,1.7999991936000002,0.2552723105393346,-0.1363338177506195,0.53163123
105.1,36.27,33.12005328,1.5200910267599257,1.0363637437685906,1.7029128
107.5,36.27,17.940010464000004,1.253822692022239,0.7894886597330637,1.650046
104.73,36.2,39.3301224,1.5947252979877249,1.1055621409397935,1.7111726
-159.38,36.18,0.3999994703999999,-0.3979405836783123,-0.7419709405873933,-0.13349296
110.15,36.13,37.8400464,1.5779516602681167,1.0900101857075306,1.5912409
104.85,36.12,41.40014544,1.6170018668136164,1.126216229629435,1.7089022
110.67,36.1,15.620001552000003,1.1936810726926903,0.7337273641188407,1.5796425
103.75,36.07,152.72001791999998,2.1838959663452533,1.6518214563981024,1.7333264
103.84,36.05,68.07991679999999,1.833019016328544,1.3265000973756689,1.7314574
