Longitude,Latitude,MAR,LogMAR
235,-54,4.43937E-11,-10.35267857
-125,-54,4.43937E-11,-10.35267857
240,-54.93,3.17098E-11,-10.49880661
-120,-54.93,3.17098E-11,-10.49880661
240,-55,3.80518E-11,-10.41962536
-120,-55,3.80518E-11,-10.41962536
204,-56,6.97615E-11,-10.15638393
245,-56,4.12227E-11,-10.38486325
-156,-56,6.97615E-11,-10.15638393
-115,-56,4.12227E-11,-10.38486325
189.8,-56.9,9.51294E-11,-10.02168535
-170.2,-56.9,9.51294E-11,-10.02168535
159.18,-72.82,2.69533E-13,-12.56938768
519.18,-72.82,2.69533E-13,-12.56938768
0,-75,1.23668E-12,-11.907742
360,-75,1.23668E-12,-11.907742
123.21,-75.06,3.80518E-13,-12.41962536
483.21,-75.06,3.80518E-13,-12.41962536
107,-78,4.10642E-13,-12.38653684
107,-78,4.12227E-13,-12.38486325
467,-78,4.10642E-13,-12.38653684
467,-78,4.12227E-13,-12.38486325
240,-80,3.80518E-13,-12.41962536
-120,-80,3.80518E-13,-12.41962536
-180,90,5.39066E-12,-11.26835769
-177.19,90,5.39066E-12,-11.26835769
-174.38,90,5.39066E-12,-11.26835769
-171.56,90,5.39066E-12,-11.26835769
-168.75,90,5.39066E-12,-11.26835769
-165.94,90,5.39066E-12,-11.26835769
-163.13,90,5.39066E-12,-11.26835769
-160.31,90,5.39066E-12,-11.26835769
-157.5,90,5.39066E-12,-11.26835769
-154.69,90,5.39066E-12,-11.26835769
-151.88,90,5.39066E-12,-11.26835769
-149.06,90,5.39066E-12,-11.26835769
-146.25,90,5.39066E-12,-11.26835769
-143.44,90,5.39066E-12,-11.26835769
-140.63,90,5.39066E-12,-11.26835769
-137.81,90,5.39066E-12,-11.26835769
-135,90,5.39066E-12,-11.26835769
-132.19,90,5.39066E-12,-11.26835769
-129.38,90,5.39066E-12,-11.26835769
-126.56,90,5.39066E-12,-11.26835769
-123.75,90,5.39066E-12,-11.26835769
-120.94,90,5.39066E-12,-11.26835769
-118.13,90,5.39066E-12,-11.26835769
-115.31,90,5.39066E-12,-11.26835769
-112.5,90,5.39066E-12,-11.26835769
-109.69,90,5.39066E-12,-11.26835769
-106.88,90,5.39066E-12,-11.26835769
-104.06,90,5.39066E-12,-11.26835769
-101.25,90,5.39066E-12,-11.26835769
-98.44,90,5.39066E-12,-11.26835769
-95.63,90,5.39066E-12,-11.26835769
-92.81,90,5.39066E-12,-11.26835769
-90,90,5.39066E-12,-11.26835769
-87.19,90,5.39066E-12,-11.26835769
-84.38,90,5.39066E-12,-11.26835769
-81.56,90,5.39066E-12,-11.26835769
-78.75,90,5.39066E-12,-11.26835769
-75.94,90,5.39066E-12,-11.26835769
-73.13,90,5.39066E-12,-11.26835769
-70.31,90,5.39066E-12,-11.26835769
-67.5,90,5.39066E-12,-11.26835769
-64.69,90,5.39066E-12,-11.26835769
-61.88,90,5.39066E-12,-11.26835769
-59.06,90,5.39066E-12,-11.26835769
-56.25,90,5.39066E-12,-11.26835769
-53.44,90,5.39066E-12,-11.26835769
-50.63,90,5.39066E-12,-11.26835769
-47.81,90,5.39066E-12,-11.26835769
-45,90,5.39066E-12,-11.26835769
-42.19,90,5.39066E-12,-11.26835769
-39.38,90,5.39066E-12,-11.26835769
-36.56,90,5.39066E-12,-11.26835769
-33.75,90,5.39066E-12,-11.26835769
-30.94,90,5.39066E-12,-11.26835769
-28.13,90,5.39066E-12,-11.26835769
-25.31,90,5.39066E-12,-11.26835769
-22.5,90,5.39066E-12,-11.26835769
-19.69,90,5.39066E-12,-11.26835769
-16.88,90,5.39066E-12,-11.26835769
-14.06,90,5.39066E-12,-11.26835769
-11.25,90,5.39066E-12,-11.26835769
-8.44,90,5.39066E-12,-11.26835769
-5.63,90,5.39066E-12,-11.26835769
-2.81,90,5.39066E-12,-11.26835769
0,90,5.39066E-12,-11.26835769
2.81,90,5.39066E-12,-11.26835769
5.63,90,5.39066E-12,-11.26835769
8.44,90,5.39066E-12,-11.26835769
11.25,90,5.39066E-12,-11.26835769
14.06,90,5.39066E-12,-11.26835769
16.88,90,5.39066E-12,-11.26835769
19.69,90,5.39066E-12,-11.26835769
22.5,90,5.39066E-12,-11.26835769
25.31,90,5.39066E-12,-11.26835769
28.13,90,5.39066E-12,-11.26835769
30.94,90,5.39066E-12,-11.26835769
33.75,90,5.39066E-12,-11.26835769
36.56,90,5.39066E-12,-11.26835769
39.38,90,5.39066E-12,-11.26835769
42.19,90,5.39066E-12,-11.26835769
45,90,5.39066E-12,-11.26835769
47.81,90,5.39066E-12,-11.26835769
50.63,90,5.39066E-12,-11.26835769
53.44,90,5.39066E-12,-11.26835769
56.25,90,5.39066E-12,-11.26835769
59.06,90,5.39066E-12,-11.26835769
61.88,90,5.39066E-12,-11.26835769
64.69,90,5.39066E-12,-11.26835769
67.5,90,5.39066E-12,-11.26835769
70.31,90,5.39066E-12,-11.26835769
73.13,90,5.39066E-12,-11.26835769
75.94,90,5.39066E-12,-11.26835769
78.75,90,5.39066E-12,-11.26835769
81.56,90,5.39066E-12,-11.26835769
84.38,90,5.39066E-12,-11.26835769
87.19,90,5.39066E-12,-11.26835769
90,90,5.39066E-12,-11.26835769
92.81,90,5.39066E-12,-11.26835769
95.63,90,5.39066E-12,-11.26835769
98.44,90,5.39066E-12,-11.26835769
101.25,90,5.39066E-12,-11.26835769
104.06,90,5.39066E-12,-11.26835769
106.88,90,5.39066E-12,-11.26835769
109.69,90,5.39066E-12,-11.26835769
112.5,90,5.39066E-12,-11.26835769
115.31,90,5.39066E-12,-11.26835769
118.13,90,5.39066E-12,-11.26835769
120.94,90,5.39066E-12,-11.26835769
123.75,90,5.39066E-12,-11.26835769
126.56,90,5.39066E-12,-11.26835769
129.38,90,5.39066E-12,-11.26835769
132.19,90,5.39066E-12,-11.26835769
135,90,5.39066E-12,-11.26835769
137.81,90,5.39066E-12,-11.26835769
140.63,90,5.39066E-12,-11.26835769
143.44,90,5.39066E-12,-11.26835769
146.25,90,5.39066E-12,-11.26835769
149.06,90,5.39066E-12,-11.26835769
151.88,90,5.39066E-12,-11.26835769
154.69,90,5.39066E-12,-11.26835769
157.5,90,5.39066E-12,-11.26835769
160.31,90,5.39066E-12,-11.26835769
163.13,90,5.39066E-12,-11.26835769
165.94,90,5.39066E-12,-11.26835769
168.75,90,5.39066E-12,-11.26835769
171.56,90,5.39066E-12,-11.26835769
174.38,90,5.39066E-12,-11.26835769
177.19,90,5.39066E-12,-11.26835769
180,90,5.39066E-12,-11.26835769
182.81,90,5.39066E-12,-11.26835769
185.63,90,5.39066E-12,-11.26835769
188.44,90,5.39066E-12,-11.26835769
191.25,90,5.39066E-12,-11.26835769
194.06,90,5.39066E-12,-11.26835769
196.88,90,5.39066E-12,-11.26835769
199.69,90,5.39066E-12,-11.26835769
202.5,90,5.39066E-12,-11.26835769
205.31,90,5.39066E-12,-11.26835769
208.13,90,5.39066E-12,-11.26835769
210.94,90,5.39066E-12,-11.26835769
213.75,90,5.39066E-12,-11.26835769
216.56,90,5.39066E-12,-11.26835769
219.38,90,5.39066E-12,-11.26835769
222.19,90,5.39066E-12,-11.26835769
225,90,5.39066E-12,-11.26835769
227.81,90,5.39066E-12,-11.26835769
230.63,90,5.39066E-12,-11.26835769
233.44,90,5.39066E-12,-11.26835769
236.25,90,5.39066E-12,-11.26835769
239.06,90,5.39066E-12,-11.26835769
241.88,90,5.39066E-12,-11.26835769
244.69,90,5.39066E-12,-11.26835769
247.5,90,5.39066E-12,-11.26835769
250.31,90,5.39066E-12,-11.26835769
253.13,90,5.39066E-12,-11.26835769
255.94,90,5.39066E-12,-11.26835769
258.75,90,5.39066E-12,-11.26835769
261.56,90,5.39066E-12,-11.26835769
264.38,90,5.39066E-12,-11.26835769
267.19,90,5.39066E-12,-11.26835769
270,90,5.39066E-12,-11.26835769
272.81,90,5.39066E-12,-11.26835769
275.63,90,5.39066E-12,-11.26835769
278.44,90,5.39066E-12,-11.26835769
281.25,90,5.39066E-12,-11.26835769
284.06,90,5.39066E-12,-11.26835769
286.88,90,5.39066E-12,-11.26835769
289.69,90,5.39066E-12,-11.26835769
292.5,90,5.39066E-12,-11.26835769
295.31,90,5.39066E-12,-11.26835769
298.13,90,5.39066E-12,-11.26835769
300.94,90,5.39066E-12,-11.26835769
303.75,90,5.39066E-12,-11.26835769
306.56,90,5.39066E-12,-11.26835769
309.38,90,5.39066E-12,-11.26835769
312.19,90,5.39066E-12,-11.26835769
315,90,5.39066E-12,-11.26835769
317.81,90,5.39066E-12,-11.26835769
320.63,90,5.39066E-12,-11.26835769
323.44,90,5.39066E-12,-11.26835769
326.25,90,5.39066E-12,-11.26835769
329.06,90,5.39066E-12,-11.26835769
331.88,90,5.39066E-12,-11.26835769
334.69,90,5.39066E-12,-11.26835769
337.5,90,5.39066E-12,-11.26835769
340.31,90,5.39066E-12,-11.26835769
343.13,90,5.39066E-12,-11.26835769
345.94,90,5.39066E-12,-11.26835769
348.75,90,5.39066E-12,-11.26835769
351.56,90,5.39066E-12,-11.26835769
354.38,90,5.39066E-12,-11.26835769
357.19,90,5.39066E-12,-11.26835769
360,90,5.39066E-12,-11.26835769
362.81,90,5.39066E-12,-11.26835769
365.63,90,5.39066E-12,-11.26835769
368.44,90,5.39066E-12,-11.26835769
371.25,90,5.39066E-12,-11.26835769
374.06,90,5.39066E-12,-11.26835769
376.88,90,5.39066E-12,-11.26835769
379.69,90,5.39066E-12,-11.26835769
382.5,90,5.39066E-12,-11.26835769
385.31,90,5.39066E-12,-11.26835769
388.13,90,5.39066E-12,-11.26835769
390.94,90,5.39066E-12,-11.26835769
393.75,90,5.39066E-12,-11.26835769
396.56,90,5.39066E-12,-11.26835769
399.38,90,5.39066E-12,-11.26835769
402.19,90,5.39066E-12,-11.26835769
405,90,5.39066E-12,-11.26835769
407.81,90,5.39066E-12,-11.26835769
410.63,90,5.39066E-12,-11.26835769
413.44,90,5.39066E-12,-11.26835769
416.25,90,5.39066E-12,-11.26835769
419.06,90,5.39066E-12,-11.26835769
421.88,90,5.39066E-12,-11.26835769
424.69,90,5.39066E-12,-11.26835769
427.5,90,5.39066E-12,-11.26835769
430.31,90,5.39066E-12,-11.26835769
433.13,90,5.39066E-12,-11.26835769
435.94,90,5.39066E-12,-11.26835769
438.75,90,5.39066E-12,-11.26835769
441.56,90,5.39066E-12,-11.26835769
444.38,90,5.39066E-12,-11.26835769
447.19,90,5.39066E-12,-11.26835769
450,90,5.39066E-12,-11.26835769
452.81,90,5.39066E-12,-11.26835769
455.63,90,5.39066E-12,-11.26835769
458.44,90,5.39066E-12,-11.26835769
461.25,90,5.39066E-12,-11.26835769
464.06,90,5.39066E-12,-11.26835769
466.88,90,5.39066E-12,-11.26835769
469.69,90,5.39066E-12,-11.26835769
472.5,90,5.39066E-12,-11.26835769
475.31,90,5.39066E-12,-11.26835769
478.13,90,5.39066E-12,-11.26835769
480.94,90,5.39066E-12,-11.26835769
483.75,90,5.39066E-12,-11.26835769
486.56,90,5.39066E-12,-11.26835769
489.38,90,5.39066E-12,-11.26835769
492.19,90,5.39066E-12,-11.26835769
495,90,5.39066E-12,-11.26835769
497.81,90,5.39066E-12,-11.26835769
500.63,90,5.39066E-12,-11.26835769
503.44,90,5.39066E-12,-11.26835769
506.25,90,5.39066E-12,-11.26835769
509.06,90,5.39066E-12,-11.26835769
511.88,90,5.39066E-12,-11.26835769
514.69,90,5.39066E-12,-11.26835769
517.5,90,5.39066E-12,-11.26835769
520.31,90,5.39066E-12,-11.26835769
523.13,90,5.39066E-12,-11.26835769
525.94,90,5.39066E-12,-11.26835769
528.75,90,5.39066E-12,-11.26835769
531.56,90,5.39066E-12,-11.26835769
534.38,90,5.39066E-12,-11.26835769
537.19,90,5.39066E-12,-11.26835769
540,90,5.39066E-12,-11.26835769
-180,-90,3.80518E-13,-12.41962536
-177.19,-90,3.80518E-13,-12.41962536
-174.38,-90,3.80518E-13,-12.41962536
-171.56,-90,3.80518E-13,-12.41962536
-168.75,-90,3.80518E-13,-12.41962536
-165.94,-90,3.80518E-13,-12.41962536
-163.13,-90,3.80518E-13,-12.41962536
-160.31,-90,3.80518E-13,-12.41962536
-157.5,-90,3.80518E-13,-12.41962536
-154.69,-90,3.80518E-13,-12.41962536
-151.88,-90,3.80518E-13,-12.41962536
-149.06,-90,3.80518E-13,-12.41962536
-146.25,-90,3.80518E-13,-12.41962536
-143.44,-90,3.80518E-13,-12.41962536
-140.63,-90,3.80518E-13,-12.41962536
-137.81,-90,3.80518E-13,-12.41962536
-135,-90,3.80518E-13,-12.41962536
-132.19,-90,3.80518E-13,-12.41962536
-129.38,-90,3.80518E-13,-12.41962536
-126.56,-90,3.80518E-13,-12.41962536
-123.75,-90,3.80518E-13,-12.41962536
-120.94,-90,3.80518E-13,-12.41962536
-118.13,-90,3.80518E-13,-12.41962536
-115.31,-90,3.80518E-13,-12.41962536
-112.5,-90,3.80518E-13,-12.41962536
-109.69,-90,3.80518E-13,-12.41962536
-106.88,-90,3.80518E-13,-12.41962536
-104.06,-90,3.80518E-13,-12.41962536
-101.25,-90,3.80518E-13,-12.41962536
-98.44,-90,3.80518E-13,-12.41962536
-95.63,-90,3.80518E-13,-12.41962536
-92.81,-90,3.80518E-13,-12.41962536
-90,-90,3.80518E-13,-12.41962536
-87.19,-90,3.80518E-13,-12.41962536
-84.38,-90,3.80518E-13,-12.41962536
-81.56,-90,3.80518E-13,-12.41962536
-78.75,-90,3.80518E-13,-12.41962536
-75.94,-90,3.80518E-13,-12.41962536
-73.13,-90,3.80518E-13,-12.41962536
-70.31,-90,3.80518E-13,-12.41962536
-67.5,-90,3.80518E-13,-12.41962536
-64.69,-90,3.80518E-13,-12.41962536
-61.88,-90,3.80518E-13,-12.41962536
-59.06,-90,3.80518E-13,-12.41962536
-56.25,-90,3.80518E-13,-12.41962536
-53.44,-90,3.80518E-13,-12.41962536
-50.63,-90,3.80518E-13,-12.41962536
-47.81,-90,3.80518E-13,-12.41962536
-45,-90,3.80518E-13,-12.41962536
-42.19,-90,3.80518E-13,-12.41962536
-39.38,-90,3.80518E-13,-12.41962536
-36.56,-90,3.80518E-13,-12.41962536
-33.75,-90,3.80518E-13,-12.41962536
-30.94,-90,3.80518E-13,-12.41962536
-28.13,-90,3.80518E-13,-12.41962536
-25.31,-90,3.80518E-13,-12.41962536
-22.5,-90,3.80518E-13,-12.41962536
-19.69,-90,3.80518E-13,-12.41962536
-16.88,-90,3.80518E-13,-12.41962536
-14.06,-90,3.80518E-13,-12.41962536
-11.25,-90,3.80518E-13,-12.41962536
-8.44,-90,3.80518E-13,-12.41962536
-5.63,-90,3.80518E-13,-12.41962536
-2.81,-90,3.80518E-13,-12.41962536
0,-90,3.80518E-13,-12.41962536
2.81,-90,3.80518E-13,-12.41962536
5.63,-90,3.80518E-13,-12.41962536
8.44,-90,3.80518E-13,-12.41962536
11.25,-90,3.80518E-13,-12.41962536
14.06,-90,3.80518E-13,-12.41962536
16.88,-90,3.80518E-13,-12.41962536
19.69,-90,3.80518E-13,-12.41962536
22.5,-90,3.80518E-13,-12.41962536
25.31,-90,3.80518E-13,-12.41962536
28.13,-90,3.80518E-13,-12.41962536
30.94,-90,3.80518E-13,-12.41962536
33.75,-90,3.80518E-13,-12.41962536
36.56,-90,3.80518E-13,-12.41962536
39.38,-90,3.80518E-13,-12.41962536
42.19,-90,3.80518E-13,-12.41962536
45,-90,3.80518E-13,-12.41962536
47.81,-90,3.80518E-13,-12.41962536
50.63,-90,3.80518E-13,-12.41962536
53.44,-90,3.80518E-13,-12.41962536
56.25,-90,3.80518E-13,-12.41962536
59.06,-90,3.80518E-13,-12.41962536
61.88,-90,3.80518E-13,-12.41962536
64.69,-90,3.80518E-13,-12.41962536
67.5,-90,3.80518E-13,-12.41962536
70.31,-90,3.80518E-13,-12.41962536
73.13,-90,3.80518E-13,-12.41962536
75.94,-90,3.80518E-13,-12.41962536
78.75,-90,3.80518E-13,-12.41962536
81.56,-90,3.80518E-13,-12.41962536
84.38,-90,3.80518E-13,-12.41962536
87.19,-90,3.80518E-13,-12.41962536
90,-90,3.80518E-13,-12.41962536
92.81,-90,3.80518E-13,-12.41962536
95.63,-90,3.80518E-13,-12.41962536
98.44,-90,3.80518E-13,-12.41962536
101.25,-90,3.80518E-13,-12.41962536
104.06,-90,3.80518E-13,-12.41962536
106.88,-90,3.80518E-13,-12.41962536
109.69,-90,3.80518E-13,-12.41962536
112.5,-90,3.80518E-13,-12.41962536
115.31,-90,3.80518E-13,-12.41962536
118.13,-90,3.80518E-13,-12.41962536
120.94,-90,3.80518E-13,-12.41962536
123.75,-90,3.80518E-13,-12.41962536
126.56,-90,3.80518E-13,-12.41962536
129.38,-90,3.80518E-13,-12.41962536
132.19,-90,3.80518E-13,-12.41962536
135,-90,3.80518E-13,-12.41962536
137.81,-90,3.80518E-13,-12.41962536
140.63,-90,3.80518E-13,-12.41962536
143.44,-90,3.80518E-13,-12.41962536
146.25,-90,3.80518E-13,-12.41962536
149.06,-90,3.80518E-13,-12.41962536
151.88,-90,3.80518E-13,-12.41962536
154.69,-90,3.80518E-13,-12.41962536
157.5,-90,3.80518E-13,-12.41962536
160.31,-90,3.80518E-13,-12.41962536
163.13,-90,3.80518E-13,-12.41962536
165.94,-90,3.80518E-13,-12.41962536
168.75,-90,3.80518E-13,-12.41962536
171.56,-90,3.80518E-13,-12.41962536
174.38,-90,3.80518E-13,-12.41962536
177.19,-90,3.80518E-13,-12.41962536
180,-90,3.80518E-13,-12.41962536
182.81,-90,3.80518E-13,-12.41962536
185.63,-90,3.80518E-13,-12.41962536
188.44,-90,3.80518E-13,-12.41962536
191.25,-90,3.80518E-13,-12.41962536
194.06,-90,3.80518E-13,-12.41962536
196.88,-90,3.80518E-13,-12.41962536
199.69,-90,3.80518E-13,-12.41962536
202.5,-90,3.80518E-13,-12.41962536
205.31,-90,3.80518E-13,-12.41962536
208.13,-90,3.80518E-13,-12.41962536
210.94,-90,3.80518E-13,-12.41962536
213.75,-90,3.80518E-13,-12.41962536
216.56,-90,3.80518E-13,-12.41962536
219.38,-90,3.80518E-13,-12.41962536
222.19,-90,3.80518E-13,-12.41962536
225,-90,3.80518E-13,-12.41962536
227.81,-90,3.80518E-13,-12.41962536
230.63,-90,3.80518E-13,-12.41962536
233.44,-90,3.80518E-13,-12.41962536
236.25,-90,3.80518E-13,-12.41962536
239.06,-90,3.80518E-13,-12.41962536
241.88,-90,3.80518E-13,-12.41962536
244.69,-90,3.80518E-13,-12.41962536
247.5,-90,3.80518E-13,-12.41962536
250.31,-90,3.80518E-13,-12.41962536
253.13,-90,3.80518E-13,-12.41962536
255.94,-90,3.80518E-13,-12.41962536
258.75,-90,3.80518E-13,-12.41962536
261.56,-90,3.80518E-13,-12.41962536
264.38,-90,3.80518E-13,-12.41962536
267.19,-90,3.80518E-13,-12.41962536
270,-90,3.80518E-13,-12.41962536
272.81,-90,3.80518E-13,-12.41962536
275.63,-90,3.80518E-13,-12.41962536
278.44,-90,3.80518E-13,-12.41962536
281.25,-90,3.80518E-13,-12.41962536
284.06,-90,3.80518E-13,-12.41962536
286.88,-90,3.80518E-13,-12.41962536
289.69,-90,3.80518E-13,-12.41962536
292.5,-90,3.80518E-13,-12.41962536
295.31,-90,3.80518E-13,-12.41962536
298.13,-90,3.80518E-13,-12.41962536
300.94,-90,3.80518E-13,-12.41962536
303.75,-90,3.80518E-13,-12.41962536
306.56,-90,3.80518E-13,-12.41962536
309.38,-90,3.80518E-13,-12.41962536
312.19,-90,3.80518E-13,-12.41962536
315,-90,3.80518E-13,-12.41962536
317.81,-90,3.80518E-13,-12.41962536
320.63,-90,3.80518E-13,-12.41962536
323.44,-90,3.80518E-13,-12.41962536
326.25,-90,3.80518E-13,-12.41962536
329.06,-90,3.80518E-13,-12.41962536
331.88,-90,3.80518E-13,-12.41962536
334.69,-90,3.80518E-13,-12.41962536
337.5,-90,3.80518E-13,-12.41962536
340.31,-90,3.80518E-13,-12.41962536
343.13,-90,3.80518E-13,-12.41962536
345.94,-90,3.80518E-13,-12.41962536
348.75,-90,3.80518E-13,-12.41962536
351.56,-90,3.80518E-13,-12.41962536
354.38,-90,3.80518E-13,-12.41962536
357.19,-90,3.80518E-13,-12.41962536
360,-90,3.80518E-13,-12.41962536
362.81,-90,3.80518E-13,-12.41962536
365.63,-90,3.80518E-13,-12.41962536
368.44,-90,3.80518E-13,-12.41962536
371.25,-90,3.80518E-13,-12.41962536
374.06,-90,3.80518E-13,-12.41962536
376.88,-90,3.80518E-13,-12.41962536
379.69,-90,3.80518E-13,-12.41962536
382.5,-90,3.80518E-13,-12.41962536
385.31,-90,3.80518E-13,-12.41962536
388.13,-90,3.80518E-13,-12.41962536
390.94,-90,3.80518E-13,-12.41962536
393.75,-90,3.80518E-13,-12.41962536
396.56,-90,3.80518E-13,-12.41962536
399.38,-90,3.80518E-13,-12.41962536
402.19,-90,3.80518E-13,-12.41962536
405,-90,3.80518E-13,-12.41962536
407.81,-90,3.80518E-13,-12.41962536
410.63,-90,3.80518E-13,-12.41962536
413.44,-90,3.80518E-13,-12.41962536
416.25,-90,3.80518E-13,-12.41962536
419.06,-90,3.80518E-13,-12.41962536
421.88,-90,3.80518E-13,-12.41962536
424.69,-90,3.80518E-13,-12.41962536
427.5,-90,3.80518E-13,-12.41962536
430.31,-90,3.80518E-13,-12.41962536
433.13,-90,3.80518E-13,-12.41962536
435.94,-90,3.80518E-13,-12.41962536
438.75,-90,3.80518E-13,-12.41962536
441.56,-90,3.80518E-13,-12.41962536
444.38,-90,3.80518E-13,-12.41962536
447.19,-90,3.80518E-13,-12.41962536
450,-90,3.80518E-13,-12.41962536
452.81,-90,3.80518E-13,-12.41962536
455.63,-90,3.80518E-13,-12.41962536
458.44,-90,3.80518E-13,-12.41962536
461.25,-90,3.80518E-13,-12.41962536
464.06,-90,3.80518E-13,-12.41962536
466.88,-90,3.80518E-13,-12.41962536
469.69,-90,3.80518E-13,-12.41962536
472.5,-90,3.80518E-13,-12.41962536
475.31,-90,3.80518E-13,-12.41962536
478.13,-90,3.80518E-13,-12.41962536
480.94,-90,3.80518E-13,-12.41962536
483.75,-90,3.80518E-13,-12.41962536
486.56,-90,3.80518E-13,-12.41962536
489.38,-90,3.80518E-13,-12.41962536
492.19,-90,3.80518E-13,-12.41962536
495,-90,3.80518E-13,-12.41962536
497.81,-90,3.80518E-13,-12.41962536
500.63,-90,3.80518E-13,-12.41962536
503.44,-90,3.80518E-13,-12.41962536
506.25,-90,3.80518E-13,-12.41962536
509.06,-90,3.80518E-13,-12.41962536
511.88,-90,3.80518E-13,-12.41962536
514.69,-90,3.80518E-13,-12.41962536
517.5,-90,3.80518E-13,-12.41962536
520.31,-90,3.80518E-13,-12.41962536
523.13,-90,3.80518E-13,-12.41962536
525.94,-90,3.80518E-13,-12.41962536
528.75,-90,3.80518E-13,-12.41962536
531.56,-90,3.80518E-13,-12.41962536
534.38,-90,3.80518E-13,-12.41962536
537.19,-90,3.80518E-13,-12.41962536
540,-90,3.80518E-13,-12.41962536
