Longitude,Latitude,MAR,LogMAR
-29,20,3.17098E-11,-10.49880661
340.1,19.9,1.96601E-10,-9.706414917
-19.9,19.9,1.96601E-10,-9.706414917
340.45,19.52,1.36352E-10,-9.865338151
-19.55,19.52,1.36352E-10,-9.865338151
60.7,19.2,1.44914E-09,-8.838890407
333.93,19.2,2.2514E-10,-9.647548258
420.7,19.2,1.44914E-09,-8.838890407
-26.07,19.2,2.2514E-10,-9.647548258
339.82,19,8.68848E-10,-9.061056044
339.83,19,6.83346E-10,-9.165359332
-20.18,19,8.68848E-10,-9.061056044
-20.17,19,6.83346E-10,-9.165359332
338.92,18.5,5.94242E-10,-9.22603702
-21.08,18.5,5.94242E-10,-9.22603702
338.92,18.43,1.52207E-10,-9.81756537
-21.08,18.43,1.52207E-10,-9.81756537
338.9,18.4,1.90259E-10,-9.720655357
-21.1,18.4,1.90259E-10,-9.720655357
339,18.1,4.28082E-10,-9.368472838
-21,18.1,4.28082E-10,-9.368472838
69,17.9,2.75875E-10,-9.559287354
429,17.9,2.75875E-10,-9.559287354
328.46,17.54,1.49036E-10,-9.826708749
-31.54,17.54,1.49036E-10,-9.826708749
243,17.5,2.85388E-11,-10.5445641
-117,17.5,2.85388E-11,-10.5445641
58.8,17.4,3.93201E-10,-9.405384922
418.8,17.4,3.93201E-10,-9.405384922
69,17.1,1.74404E-10,-9.758443917
429,17.1,1.74404E-10,-9.758443917
59.8,16.6,4.09056E-10,-9.388216897
59.9,16.6,1.36352E-10,-9.865338151
419.8,16.6,4.09056E-10,-9.388216897
419.9,16.6,1.36352E-10,-9.865338151
67.9,16.5,5.01015E-10,-9.30014952
427.9,16.5,5.01015E-10,-9.30014952
60.47,16.25,1.9343E-10,-9.713476772
420.47,16.25,1.9343E-10,-9.713476772
284.33,16.21,1.04325E-10,-9.981610709
-75.67,16.21,1.04325E-10,-9.981610709
60.3,16.2,5.35895E-10,-9.270919902
420.3,16.2,5.35895E-10,-9.270919902
61.5,15.98,1.42694E-10,-9.845594093
421.5,15.98,1.42694E-10,-9.845594093
68.75,15.47,2.34652E-10,-9.629574887
428.75,15.47,2.34652E-10,-9.629574887
6,15,6.34196E-09,-8.197776611
366,15,6.34196E-09,-8.197776611
64.8,14.9,2.50507E-10,-9.601179516
424.8,14.9,2.50507E-10,-9.601179516
64.77,14.48,1.36352E-10,-9.865338151
424.77,14.48,1.36352E-10,-9.865338151
50.5,14.4,2.34652E-09,-8.629574887
410.5,14.4,2.34652E-09,-8.629574887
57.4,14.3,7.73719E-10,-9.111416781
417.4,14.3,7.73719E-10,-9.111416781
341.42,14.17,2.37823E-10,-9.623745344
-18.58,14.17,2.37823E-10,-9.623745344
73.3,13.1,2.00089E-09,-8.698777248
433.3,13.1,2.00089E-09,-8.698777248
46.8,12.9,1.08447E-09,-8.964780501
406.8,12.9,1.08447E-09,-8.964780501
58.7,12.7,5.89802E-10,-9.229293663
418.7,12.7,5.89802E-10,-9.229293663
15.035,12.11,3.32953E-09,-8.477617308
375.035,12.11,3.32953E-09,-8.477617308
73.9,12.1,5.67605E-10,-9.245953576
433.9,12.1,5.67605E-10,-9.245953576
134.29,12.02,1.64891E-11,-10.78280326
134.29,12.02,3.48808E-12,-11.45741392
494.29,12.02,1.64891E-11,-10.78280326
494.29,12.02,3.48808E-12,-11.45741392
8.31,12,5.04186E-09,-8.297409483
368.31,12,5.04186E-09,-8.297409483
281.58,11.58,1.23351E-10,-9.908857006
-78.42,11.58,1.23351E-10,-9.908857006
338.98,11.48,3.28831E-10,-9.483027851
338.98,11.48,7.17275E-10,-9.144314006
-21.02,11.48,3.28831E-10,-9.483027851
-21.02,11.48,7.17275E-10,-9.144314006
53.5,11.3,3.32953E-10,-9.477617308
162.3,11.3,9.83004E-12,-11.00744491
413.5,11.3,3.32953E-10,-9.477617308
522.3,11.3,9.83004E-12,-11.00744491
57.7,10.5,3.61492E-10,-9.441901756
75.2,10.5,3.67834E-09,-8.434348618
417.7,10.5,3.61492E-10,-9.441901756
435.2,10.5,3.67834E-09,-8.434348618
65,10,4.75647E-11,-10.32271535
425,10,4.75647E-11,-10.32271535
341.89,9.34,1.26839E-10,-9.896746616
-18.11,9.34,1.26839E-10,-9.896746616
220.02,9,4.12227E-12,-11.38486325
220.02,9,3.80518E-12,-11.41962536
-139.98,9,4.12227E-12,-11.38486325
-139.98,9,3.80518E-12,-11.41962536
73.7,8.8,2.66362E-10,-9.574527321
433.7,8.8,2.66362E-10,-9.574527321
75.3,8.6,6.50051E-10,-9.187052746
435.3,8.6,6.50051E-10,-9.187052746
51.2,8,4.50279E-10,-9.346518263
332,8,9.51294E-11,-10.02168535
411.2,8,4.50279E-10,-9.346518263
-28,8,9.51294E-11,-10.02168535
175.01,7.93,9.19584E-12,-11.03640861
175.01,7.93,1.17326E-11,-10.93060488
535.01,7.93,9.19584E-12,-11.03640861
535.01,7.93,1.17326E-11,-10.93060488
71.1,7.5,6.43709E-10,-9.191310569
76.7,7.5,4.49011E-09,-8.347743354
431.1,7.5,6.43709E-10,-9.191310569
436.7,7.5,4.49011E-09,-8.347743354
61.1,6.7,1.07813E-10,-9.96732769
421.1,6.7,1.07813E-10,-9.96732769
338.1,6.67,7.92745E-11,-10.1008666
-21.9,6.67,7.92745E-11,-10.1008666
338.86,6.65,8.56164E-11,-10.06744284
-21.14,6.65,8.56164E-11,-10.06744284
59.2,6.42,3.48808E-11,-10.45741392
419.2,6.42,3.48808E-11,-10.45741392
78.7,6.4,4.62963E-10,-9.334453751
438.7,6.4,4.62963E-10,-9.334453751
338.91,5.45,8.24455E-11,-10.08383326
-21.09,5.45,8.24455E-11,-10.08383326
60.2,5.4,2.06114E-10,-9.68589325
420.2,5.4,2.06114E-10,-9.68589325
274.42,5.37,1.52207E-10,-9.81756537
339.37,5.37,1.23668E-10,-9.907742
-85.58,5.37,1.52207E-10,-9.81756537
-20.63,5.37,1.23668E-10,-9.907742
337.8,5.31,1.07813E-10,-9.96732769
-22.2,5.31,1.07813E-10,-9.96732769
338.29,5.26,5.07357E-11,-10.29468662
-21.71,5.26,5.07357E-11,-10.29468662
338.36,5.07,7.92745E-11,-10.1008666
-21.64,5.07,7.92745E-11,-10.1008666
323.52,5.04,1.20497E-10,-9.91902301
333.9,5.04,1.55378E-10,-9.808610527
-36.48,5.04,1.20497E-10,-9.91902301
-26.1,5.04,1.55378E-10,-9.808610527
220.22,5.02,5.07357E-12,-11.29468662
220.22,5.02,5.39066E-12,-11.26835769
220.22,5.02,6.97615E-12,-11.15638393
220.22,5.02,6.02486E-12,-11.22005301
-139.78,5.02,5.07357E-12,-11.29468662
-139.78,5.02,5.39066E-12,-11.26835769
-139.78,5.02,6.97615E-12,-11.15638393
-139.78,5.02,6.02486E-12,-11.22005301
138.83,5.01,9.83004E-12,-11.00744491
138.83,5.01,1.80746E-11,-10.74293175
498.83,5.01,9.83004E-12,-11.00744491
498.83,5.01,1.80746E-11,-10.74293175
220,5,7.33289E-12,-11.13472487
-140,5,7.33289E-12,-11.13472487
347.17,4.32,1.68062E-10,-9.774530737
-12.83,4.32,1.68062E-10,-9.774530737
136.28,4.13,1.87722E-10,-9.7264849
136.28,4.13,1.06545E-10,-9.97246733
496.28,4.13,1.87722E-10,-9.7264849
496.28,4.13,1.06545E-10,-9.97246733
337.8,4.08,9.83004E-11,-10.00744491
-22.2,4.08,9.83004E-11,-10.00744491
220,4,5.7474E-12,-11.24052859
264.4,4,9.51294E-12,-11.02168535
-140,4,5.7474E-12,-11.24052859
-95.6,4,9.51294E-12,-11.02168535
200.7,3.92,3.48808E-12,-11.45741392
-159.3,3.92,3.48808E-12,-11.45741392
135.03,3,4.01763E-10,-9.396029992
135.03,3,3.61809E-10,-9.441520963
495.03,3,4.01763E-10,-9.396029992
495.03,3,3.61809E-10,-9.441520963
348.27,2.73,2.28311E-10,-9.641474111
-11.73,2.73,2.28311E-10,-9.641474111
219.87,2,4.12227E-12,-11.38486325
220,2,4.45919E-12,-11.35074407
-140.13,2,4.12227E-12,-11.38486325
-140,2,4.45919E-12,-11.35074407
67.3,1.9,8.56164E-11,-10.06744284
330,1.9,1.49036E-10,-9.826708749
427.3,1.9,8.56164E-11,-10.06744284
-30,1.9,1.49036E-10,-9.826708749
348.87,1.79,2.56849E-10,-9.590321588
348.87,1.79,1.36352E-10,-9.865338151
-11.13,1.79,2.56849E-10,-9.590321588
-11.13,1.79,1.36352E-10,-9.865338151
159.3,1.75,1.74404E-11,-10.75844392
519.3,1.75,1.74404E-11,-10.75844392
339,1.47,1.33181E-10,-9.875557317
-21,1.47,1.33181E-10,-9.875557317
326.5,1.4,1.49036E-10,-9.826708749
-33.5,1.4,1.49036E-10,-9.826708749
160.57,1.22,2.66362E-11,-10.57452732
520.57,1.22,2.66362E-11,-10.57452732
160.57,1.2198,3.32953E-11,-10.47761731
520.57,1.2198,3.32953E-11,-10.47761731
44.8,1.2,3.00292E-09,-8.522456628
404.8,1.2,3.00292E-09,-8.522456628
346.6,0.6,6.97615E-11,-10.15638393
-13.4,0.6,6.97615E-11,-10.15638393
249.5,0.2,4.12227E-12,-11.38486325
-110.5,0.2,4.12227E-12,-11.38486325
220.6,0.1,5.07357E-12,-11.29468662
-139.4,0.1,5.07357E-12,-11.29468662
220.25,0.07,4.12227E-12,-11.38486325
220.25,0.07,6.97615E-12,-11.15638393
220.25,0.07,6.34196E-12,-11.19777661
-139.75,0.07,4.12227E-12,-11.38486325
-139.75,0.07,6.97615E-12,-11.15638393
-139.75,0.07,6.34196E-12,-11.19777661
89,0,5.07357E-11,-10.29468662
175,0,5.32725E-11,-10.27349733
175,0,2.9173E-11,-10.53501878
175.16,0,1.83917E-11,-10.73537861
175.16,0,2.31481E-11,-10.63548375
220,0,3.76554E-12,-11.42417299
449,0,5.07357E-11,-10.29468662
535,0,5.32725E-11,-10.27349733
535,0,2.9173E-11,-10.53501878
535.16,0,1.83917E-11,-10.73537861
535.16,0,2.31481E-11,-10.63548375
-140,0,3.76554E-12,-11.42417299
6,-0.2,3.2344E-10,-9.490206435
336.8,-0.2,7.92745E-11,-10.1008666
336.9,-0.2,9.83004E-11,-10.00744491
366,-0.2,3.2344E-10,-9.490206435
-23.2,-0.2,7.92745E-11,-10.1008666
-23.1,-0.2,9.83004E-11,-10.00744491
342.7,-0.5,9.19584E-11,-10.03640861
-17.3,-0.5,9.19584E-11,-10.03640861
348.1,-1.2,6.34196E-11,-10.19777661
-11.9,-1.2,6.34196E-11,-10.19777661
348.1,-1.3,1.20497E-10,-9.91902301
-11.9,-1.3,1.20497E-10,-9.91902301
220.25,-1.95,5.70776E-12,-11.2435341
