lon,lat,PINN_log_dep
-180.0,-90.0,-3.7929082
-176.9747899159664,-90.0,-3.7972481
-173.94957983193277,-90.0,-3.7925766
-170.92436974789916,-90.0,-3.7728353
-167.89915966386553,-90.0,-3.7527854
-164.87394957983193,-90.0,-3.7338312
-161.84873949579833,-90.0,-3.7127726
-158.8235294117647,-90.0,-3.692856
-155.7983193277311,-90.0,-3.6906831
-152.7731092436975,-90.0,-3.6915548
-149.74789915966386,-90.0,-3.6994913
-146.72268907563026,-90.0,-3.704805
-143.69747899159665,-90.0,-3.7067947
-140.67226890756302,-90.0,-3.7073178
-137.64705882352942,-90.0,-3.7085888
-134.62184873949582,-90.0,-3.7106485
-131.5966386554622,-90.0,-3.7166805
-128.57142857142856,-90.0,-3.7259357
-125.54621848739497,-90.0,-3.7363293
-122.52100840336136,-90.0,-3.7424247
-119.49579831932772,-90.0,-3.7477565
-116.47058823529412,-90.0,-3.7542062
-113.44537815126051,-90.0,-3.7618082
-110.4201680672269,-90.0,-3.7739475
-107.39495798319328,-90.0,-3.7882872
-104.36974789915966,-90.0,-3.8063786
-101.34453781512605,-90.0,-3.8100836
-98.31932773109244,-90.0,-3.8045187
-95.29411764705884,-90.0,-3.8245294
-92.2689075630252,-90.0,-3.8462498
-89.2436974789916,-90.0,-3.869717
-86.21848739495799,-90.0,-3.8949487
-83.19327731092437,-90.0,-3.9219987
-80.16806722689076,-90.0,-3.9508903
-77.14285714285714,-90.0,-3.9774432
-74.11764705882354,-90.0,-3.9642377
-71.09243697478992,-90.0,-3.9634867
-68.0672268907563,-90.0,-3.9886897
-65.0420168067227,-90.0,-4.0176034
-62.01680672268908,-90.0,-4.044683
-58.991596638655466,-90.0,-4.078008
-55.96638655462185,-90.0,-4.0997725
-52.94117647058823,-90.0,-4.094234
-49.91596638655463,-90.0,-4.086884
-46.89075630252103,-90.0,-4.097705
-43.8655462184874,-90.0,-4.0678015
-40.84033613445379,-90.0,-4.0365763
-37.81512605042016,-90.0,-4.003811
-34.78991596638656,-90.0,-3.973798
-31.76470588235296,-90.0,-3.9347672
-28.739495798319325,-90.0,-3.868936
-25.71428571428572,-90.0,-3.7948315
-22.68907563025209,-90.0,-3.7325249
-19.66386554621849,-90.0,-3.714786
-16.638655462184886,-90.0,-3.7120461
-13.613445378151257,-90.0,-3.7593942
-10.588235294117652,-90.0,-3.818518
-7.563025210084049,-90.0,-3.8818598
-4.537815126050418,-90.0,-3.9094372
-1.5126050420168156,-90.0,-3.9280596
1.5126050420167871,-90.0,-3.9562395
4.537815126050418,-90.0,-3.9771385
7.563025210084021,-90.0,-3.9765863
10.588235294117652,-90.0,-3.8875985
13.613445378151257,-90.0,-3.7979398
16.638655462184857,-90.0,-3.7438824
19.66386554621849,-90.0,-3.7447255
22.68907563025209,-90.0,-3.7606661
25.71428571428572,-90.0,-3.7703464
28.739495798319325,-90.0,-3.8228126
31.764705882352928,-90.0,-3.8679805
34.78991596638656,-90.0,-3.9130254
37.81512605042016,-90.0,-3.9578862
40.84033613445376,-90.0,-3.9163668
43.8655462184874,-90.0,-3.8378444
46.890756302521,-90.0,-3.7564666
49.9159663865546,-90.0,-3.6678429
52.94117647058823,-90.0,-3.5769403
55.96638655462184,-90.0,-3.50943
58.991596638655466,-90.0,-3.4937522
62.01680672268907,-90.0,-3.4790423
65.04201680672267,-90.0,-3.46464
68.0672268907563,-90.0,-3.4395034
71.0924369747899,-90.0,-3.3818533
74.11764705882354,-90.0,-3.3423626
77.14285714285711,-90.0,-3.2848208
80.16806722689074,-90.0,-3.2527542
83.19327731092437,-90.0,-3.211912
86.21848739495795,-90.0,-3.1769032
89.24369747899158,-90.0,-3.1638105
92.2689075630252,-90.0,-3.1690042
95.29411764705884,-90.0,-3.1823118
98.3193277310924,-90.0,-3.1957297
101.34453781512605,-90.0,-3.206411
104.36974789915968,-90.0,-3.2184522
107.39495798319324,-90.0,-3.2299707
110.42016806722688,-90.0,-3.280851
113.44537815126051,-90.0,-3.3033378
116.47058823529407,-90.0,-3.3250225
119.49579831932772,-90.0,-3.3329227
122.52100840336136,-90.0,-3.334103
125.54621848739492,-90.0,-3.3325503
128.57142857142856,-90.0,-3.3308108
131.5966386554622,-90.0,-3.3370771
134.62184873949582,-90.0,-3.3439968
137.6470588235294,-90.0,-3.337223
140.67226890756302,-90.0,-3.336553
143.69747899159665,-90.0,-3.354731
146.72268907563023,-90.0,-3.3675768
149.74789915966386,-90.0,-3.3988628
152.7731092436975,-90.0,-3.4368193
155.79831932773106,-90.0,-3.4840133
158.8235294117647,-90.0,-3.5319836
161.84873949579833,-90.0,-3.5806284
164.8739495798319,-90.0,-3.6298141
167.89915966386553,-90.0,-3.6777353
170.92436974789916,-90.0,-3.739641
173.94957983193274,-90.0,-3.8025136
176.97478991596637,-90.0,-3.8659635
180.0,-90.0,-3.9298425
-180.0,-86.94915254237289,-3.6097744
-176.9747899159664,-86.94915254237289,-3.61591
-173.94957983193277,-86.94915254237289,-3.605947
